client_id;data_de_desembolso;data_cadastro;tpv_prometido;mcc_;segmento_;cidade_;bairro_;canal_de_vendas_;subcanal_de_vendas_;uf_;regiao_;;;;
6d55761;31/10/2019;12/05/2017;100000.0;mcc_15;segmento_5;cidade_1;bairro_56;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
4b14446;30/09/2019;24/03/2018;70000.0;mcc_121;segmento_16;cidade_42;bairro_127;canal_de_vendas_1;subcanal_de_vendas_1;uf_15;regiao_3;;;;
7f4f1d6;26/09/2019;11/12/2018;15000.0;mcc_4;segmento_4;cidade_98;;canal_de_vendas_1;subcanal_de_vendas_1;uf_9;regiao_3;;;;
1c8664f;11/10/2019;12/07/2018;10000.0;mcc_97;segmento_13;cidade_39;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2;;;;
3f879f8;07/10/2019;18/10/2018;10000.0;mcc_38;segmento_26;cidade_137;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_9;regiao_3;;;;
24b38d1;25/09/2019;04/08/2016;;mcc_13;segmento_13;cidade_55;bairro_848;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
70719c6;25/09/2019;12/09/2018;50000.0;mcc_12;segmento_1;cidade_142;;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
3e16ff3;25/09/2019;30/10/2017;45000.0;mcc_26;segmento_18;cidade_37;bairro_1225;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
28e5213;02/10/2019;19/02/2019;25000.0;mcc_123;segmento_6;cidade_268;bairro_2793;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
7e41d5a;20/09/2019;12/06/2017;;mcc_41;segmento_5;cidade_506;bairro_1170;canal_de_vendas_1;subcanal_de_vendas_1;uf_11;regiao_3;;;;
36f65d5;09/10/2019;18/10/2018;20000.0;mcc_46;segmento_16;cidade_11;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2;;;;
292a3e6;31/10/2019;04/12/2018;10000.0;mcc_5;segmento_9;cidade_225;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_10;regiao_4;;;;
7f2b4a1;13/09/2019;03/12/2018;2000.0;mcc_19;segmento_17;cidade_216;bairro_2253;canal_de_vendas_1;subcanal_de_vendas_1;uf_13;regiao_3;;;;
6b8baae;20/09/2019;13/10/2017;85000.0;mcc_22;segmento_15;cidade_99;bairro_170;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
727750e;25/09/2019;19/09/2017;38000.0;mcc_9;segmento_11;cidade_2;bairro_758;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
7ab1282;19/09/2019;24/07/2018;12100.0;mcc_21;segmento_24;cidade_375;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_12;regiao_1;;;;
24cbf55;18/09/2019;30/11/2018;40000.0;mcc_5;segmento_9;cidade_13;bairro_1534;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
3dac02b;13/09/2019;10/12/2018;17000.0;mcc_1;segmento_3;cidade_17;bairro_1845;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
3fb55f7;08/10/2019;26/02/2019;110000.0;mcc_12;segmento_1;cidade_18;bairro_3048;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
3725785;16/10/2019;27/03/2019;;mcc_17;segmento_20;cidade_72;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2;;;;
0dfd1de;25/09/2019;17/12/2018;9000.0;mcc_8;segmento_10;cidade_161;bairro_511;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1;;;;
5e966b4;23/10/2019;20/07/2018;5600.0;mcc_14;segmento_2;cidade_1;bairro_195;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
8790262;28/10/2019;19/03/2019;10200.0;mcc_16;segmento_14;cidade_352;;canal_de_vendas_1;subcanal_de_vendas_1;uf_18;regiao_3;;;;
6a9ae77;31/10/2019;25/10/2018;15000.0;mcc_2;segmento_2;cidade_62;bairro_1410;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
78e2607;26/09/2019;05/09/2017;22000.0;mcc_3;segmento_1;cidade_38;bairro_1338;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
7a06bea;26/09/2019;28/09/2018;20000.0;mcc_73;segmento_7;cidade_41;bairro_317;canal_de_vendas_1;subcanal_de_vendas_1;uf_17;regiao_5;;;;
3375160;16/10/2019;29/03/2019;15000.0;mcc_5;segmento_9;cidade_527;;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
35829eb;07/10/2019;10/10/2017;;mcc_19;segmento_17;cidade_5;bairro_2248;canal_de_vendas_1;subcanal_de_vendas_2;uf_5;regiao_1;;;;
1fde962;30/09/2019;07/12/2018;10000.0;mcc_7;segmento_7;cidade_42;bairro_1876;canal_de_vendas_1;subcanal_de_vendas_1;uf_15;regiao_3;;;;
67e5d91;07/10/2019;16/11/2018;16000.0;mcc_10;segmento_12;cidade_64;bairro_834;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2;;;;
47e3d59;11/10/2019;09/11/2017;25000.0;mcc_3;segmento_1;cidade_36;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
03b8634;25/09/2019;05/10/2018;6000.0;mcc_8;segmento_10;cidade_27;bairro_1392;canal_de_vendas_1;subcanal_de_vendas_2;uf_1;regiao_1;;;;
2ab51e4;16/09/2019;17/10/2018;150000.0;mcc_2;segmento_2;cidade_1;bairro_219;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
6a708b8;26/09/2019;04/10/2017;35000.0;mcc_11;segmento_8;cidade_127;bairro_673;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2;;;;
27cabc6;30/09/2019;26/06/2018;20000.0;mcc_32;segmento_5;cidade_2;bairro_151;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
6e4f4ca;25/09/2019;09/11/2017;50000.0;mcc_2;segmento_2;cidade_8;bairro_300;canal_de_vendas_1;subcanal_de_vendas_1;uf_10;regiao_4;;;;
36a0e04;08/10/2019;28/11/2015;;mcc_96;segmento_16;cidade_2;bairro_14;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
2596596;30/09/2019;05/02/2018;;mcc_11;segmento_8;cidade_156;;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
36510a9;08/10/2019;19/01/2019;18000.0;mcc_2;segmento_2;cidade_233;bairro_1;canal_de_vendas_1;subcanal_de_vendas_4;uf_1;regiao_1;;;;
54d3b67;28/10/2019;27/08/2018;10000.0;mcc_7;segmento_7;cidade_21;bairro_157;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1;;;;
65b78e9;28/10/2019;03/12/2018;52000.0;mcc_24;segmento_16;cidade_59;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
4a6c404;24/10/2019;12/03/2018;15000.0;mcc_26;segmento_18;cidade_25;bairro_114;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
4b20270;21/10/2019;18/09/2017;20000.0;mcc_15;segmento_5;cidade_18;bairro_69;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
130a494;16/09/2019;18/08/2017;60000.0;mcc_3;segmento_1;cidade_382;bairro_1243;canal_de_vendas_1;subcanal_de_vendas_1;uf_11;regiao_3;;;;
188a34e;16/10/2019;26/03/2019;14400.0;mcc_5;segmento_9;cidade_255;bairro_2022;canal_de_vendas_1;subcanal_de_vendas_4;uf_1;regiao_1;;;;
099ea73;21/10/2019;02/02/2018;15000.0;mcc_3;segmento_1;cidade_21;bairro_2002;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1;;;;
0d035d5;28/10/2019;18/10/2017;;mcc_1;segmento_3;cidade_101;bairro_967;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
8486656;25/09/2019;10/07/2018;50000.0;mcc_3;segmento_1;cidade_36;bairro_390;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
4e726b0;01/10/2019;07/12/2017;;mcc_4;segmento_4;cidade_9;bairro_30;canal_de_vendas_2;subcanal_de_vendas_5;uf_6;regiao_2;;;;
368997f;30/10/2019;21/12/2017;;mcc_11;segmento_8;cidade_60;bairro_2143;canal_de_vendas_1;subcanal_de_vendas_2;uf_5;regiao_1;;;;
44fd0a4;02/10/2019;02/02/2019;26000.0;mcc_16;segmento_14;cidade_83;bairro_785;canal_de_vendas_1;subcanal_de_vendas_1;uf_10;regiao_4;;;;
6f29adc;20/09/2019;23/05/2017;37000.0;mcc_22;segmento_15;cidade_10;bairro_991;canal_de_vendas_1;subcanal_de_vendas_1;uf_11;regiao_3;;;;
4d9cc1b;16/10/2019;28/03/2019;20000.0;mcc_41;segmento_5;cidade_21;bairro_590;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1;;;;
54affd6;23/09/2019;01/02/2018;20000.0;mcc_3;segmento_1;cidade_59;bairro_3167;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
3199bfd;13/09/2019;18/10/2017;92500.0;mcc_4;segmento_4;cidade_477;;canal_de_vendas_1;subcanal_de_vendas_3;uf_3;regiao_2;;;;
390469a;25/09/2019;18/01/2018;4000.0;mcc_13;segmento_13;cidade_30;bairro_427;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
1035db4;30/09/2019;25/01/2019;15100.0;mcc_15;segmento_5;cidade_5;bairro_580;canal_de_vendas_1;subcanal_de_vendas_2;uf_5;regiao_1;;;;
7134c1e;25/09/2019;25/04/2017;;mcc_53;segmento_7;cidade_211;bairro_1468;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
2d47c92;28/10/2019;10/04/2019;21000.0;mcc_2;segmento_2;cidade_1;bairro_24;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
78ac6b3;23/10/2019;20/03/2019;20000.0;mcc_47;segmento_6;cidade_26;bairro_542;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1;;;;
032269b;25/09/2019;20/03/2018;9000.0;mcc_2;segmento_2;cidade_36;bairro_518;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
3a7b3df;26/09/2019;05/09/2018;30000.0;mcc_25;segmento_18;cidade_690;;canal_de_vendas_1;subcanal_de_vendas_3;uf_11;regiao_3;;;;
6cc92f4;21/10/2019;25/07/2017;110000.0;mcc_13;segmento_13;cidade_3;bairro_733;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
167ee22;15/10/2019;28/02/2018;;mcc_22;segmento_15;cidade_132;bairro_1675;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
3fe5b94;16/10/2019;25/10/2017;;mcc_20;segmento_23;cidade_1;bairro_68;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
36c4300;28/10/2019;26/07/2018;;mcc_3;segmento_1;cidade_54;;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
192127c;23/09/2019;30/05/2018;50000.0;mcc_81;segmento_6;cidade_247;bairro_2686;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
4c1f0c4;23/09/2019;10/08/2018;15000.0;mcc_17;segmento_20;cidade_141;bairro_25;canal_de_vendas_1;subcanal_de_vendas_1;uf_17;regiao_5;;;;
80d7626;30/10/2019;22/06/2018;45000.0;mcc_9;segmento_11;cidade_3;bairro_273;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
49416ee;25/09/2019;26/04/2018;40000.0;mcc_46;segmento_16;cidade_3;bairro_7;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
684a342;28/10/2019;21/07/2018;;mcc_15;segmento_5;cidade_2;bairro_76;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
4a6b7a2;02/10/2019;21/01/2019;90000.0;mcc_7;segmento_7;cidade_183;;canal_de_vendas_1;subcanal_de_vendas_1;uf_10;regiao_4;;;;
01002b8;07/10/2019;29/09/2017;30000.0;mcc_23;segmento_25;cidade_69;bairro_1192;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
726a074;07/10/2019;20/06/2018;3000.0;mcc_72;segmento_5;cidade_3;bairro_573;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
472a623;25/09/2019;10/10/2017;80000.0;mcc_19;segmento_17;cidade_1;bairro_95;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
2a099b3;08/10/2019;20/12/2016;;mcc_68;segmento_6;cidade_1;bairro_16;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
3203482;11/10/2019;23/03/2018;30000.0;mcc_48;segmento_4;cidade_21;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1;;;;
01b20df;24/10/2019;03/05/2017;21000.0;mcc_4;segmento_4;cidade_55;bairro_369;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
45225bf;24/10/2019;01/06/2018;;mcc_5;segmento_9;cidade_512;;canal_de_vendas_1;subcanal_de_vendas_3;uf_11;regiao_3;;;;
1d1a806;23/10/2019;16/07/2018;55000.0;mcc_7;segmento_7;cidade_27;bairro_132;canal_de_vendas_1;subcanal_de_vendas_2;uf_1;regiao_1;;;;
7d72d26;20/09/2019;12/01/2018;70000.0;mcc_7;segmento_7;cidade_46;bairro_222;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
4ab986e;15/10/2019;08/11/2017;20000.0;mcc_60;segmento_6;cidade_505;;canal_de_vendas_1;subcanal_de_vendas_3;uf_5;regiao_1;;;;
12231c1;23/09/2019;01/09/2017;30000.0;mcc_26;segmento_18;cidade_1;bairro_1455;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
59e38f6;16/09/2019;27/11/2018;65000.0;mcc_2;segmento_2;cidade_437;;canal_de_vendas_1;subcanal_de_vendas_4;uf_4;regiao_2;;;;
59e6b8a;30/10/2019;05/09/2017;25000.0;mcc_21;segmento_24;cidade_1;bairro_1218;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
7dd6e4f;17/09/2019;12/04/2017;;mcc_8;segmento_10;cidade_11;bairro_172;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2;;;;
7f1f432;26/09/2019;29/10/2018;10000.0;mcc_19;segmento_17;cidade_269;;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
6f1a06a;25/09/2019;14/11/2018;12000.0;mcc_10;segmento_12;cidade_6;bairro_208;canal_de_vendas_1;subcanal_de_vendas_1;uf_8;regiao_3;;;;
2326755;23/09/2019;05/09/2018;;mcc_5;segmento_9;cidade_157;bairro_1076;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2;;;;
5cd4e47;03/10/2019;13/12/2016;150000.0;mcc_3;segmento_1;cidade_1;bairro_88;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
5f0359a;30/09/2019;05/03/2018;;mcc_29;segmento_6;cidade_125;bairro_2673;canal_de_vendas_1;subcanal_de_vendas_1;uf_12;regiao_1;;;;
55e89fb;08/10/2019;19/11/2018;27500.0;mcc_6;segmento_1;cidade_49;bairro_1662;canal_de_vendas_1;subcanal_de_vendas_1;uf_19;regiao_4;;;;
10e50f3;28/10/2019;16/08/2018;70000.0;mcc_5;segmento_9;cidade_201;bairro_22;canal_de_vendas_1;subcanal_de_vendas_4;uf_2;regiao_1;;;;
6e9da99;29/10/2019;18/01/2018;35000.0;mcc_3;segmento_1;cidade_42;bairro_2158;canal_de_vendas_1;subcanal_de_vendas_1;uf_15;regiao_3;;;;
2780149;31/10/2019;27/04/2018;50000.0;mcc_25;segmento_18;cidade_290;;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1;;;;
7b36e91;25/09/2019;26/10/2017;30000.0;mcc_4;segmento_4;cidade_1;bairro_213;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
31d094f;04/09/2019;09/11/2018;5000.0;mcc_6;segmento_1;cidade_30;bairro_628;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
39113b3;24/10/2019;21/11/2018;50000.0;mcc_1;segmento_3;cidade_61;bairro_731;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
6d88dbd;25/09/2019;10/07/2018;30000.0;mcc_13;segmento_13;cidade_78;bairro_145;canal_de_vendas_1;subcanal_de_vendas_1;uf_8;regiao_3;;;;
5dd4e14;28/10/2019;28/06/2017;10000.0;mcc_14;segmento_2;cidade_3;bairro_724;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
6603da8;17/10/2019;28/09/2018;100000.0;mcc_4;segmento_4;cidade_104;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_9;regiao_3;;;;
6f04da7;21/10/2019;24/10/2018;;mcc_1;segmento_3;cidade_2;bairro_14;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
617238b;31/10/2019;20/03/2019;7000.0;mcc_43;segmento_1;cidade_73;bairro_357;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
6e05d8b;07/10/2019;17/01/2019;20000.0;mcc_56;segmento_6;cidade_1;bairro_3;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
1e008b9;09/10/2019;04/09/2018;25000.0;mcc_23;segmento_25;cidade_59;bairro_775;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
68342d9;31/10/2019;30/01/2019;40000.0;mcc_22;segmento_15;cidade_524;;canal_de_vendas_1;subcanal_de_vendas_1;uf_8;regiao_3;;;;
323e445;25/10/2019;06/07/2018;20000.0;mcc_10;segmento_12;cidade_80;bairro_190;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
2beb39b;04/09/2019;05/07/2018;6000.0;mcc_2;segmento_2;cidade_57;bairro_1095;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2;;;;
04ac313;07/10/2019;10/02/2018;6000.0;mcc_4;segmento_4;cidade_587;;canal_de_vendas_1;subcanal_de_vendas_3;uf_5;regiao_1;;;;
253b542;28/10/2019;12/04/2019;15000.0;mcc_17;segmento_20;cidade_2;bairro_124;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
10c69bf;31/10/2019;23/03/2016;;mcc_4;segmento_4;cidade_29;bairro_135;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1;;;;
8091257;10/09/2019;16/11/2017;84000.0;mcc_1;segmento_3;cidade_164;;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
4e27479;10/10/2019;11/12/2018;5000.0;mcc_19;segmento_17;cidade_1;bairro_695;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
9390346;07/10/2019;02/02/2019;23000.0;mcc_11;segmento_8;cidade_32;bairro_3183;canal_de_vendas_1;subcanal_de_vendas_1;uf_16;regiao_3;;;;
4caf984;03/10/2019;20/11/2018;8000.0;mcc_2;segmento_2;cidade_237;bairro_1;canal_de_vendas_1;subcanal_de_vendas_2;uf_5;regiao_1;;;;
1754ef1;31/10/2019;31/01/2018;;mcc_18;segmento_21;cidade_5;bairro_2168;canal_de_vendas_1;subcanal_de_vendas_2;uf_5;regiao_1;;;;
101a08d;15/10/2019;24/08/2017;;mcc_1;segmento_3;cidade_26;bairro_1265;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1;;;;
7a37d82;05/09/2019;14/09/2018;15000.0;mcc_33;segmento_5;cidade_469;;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
6a04917;03/09/2019;08/10/2018;65000.0;mcc_6;segmento_1;cidade_9;bairro_291;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2;;;;
