,client_id,margem_tpv_média,total_rav_médio,limite,default_60d,default_mar,retencao,juros_am,tpv medio
88,030048c,16.411666666666665,612.958,800.0,0,0,16.2,6.39,1878.4750000000001
89,030ee21,56.30875,2323.36875,3200.0,0,0,17.3,6.39,4135.43625
90,0316d6a,89.99166666666667,5591.505,10000.0,0,0,28.1,4.99,8472.240833333333
91,031b5e4,442.59,20395.625833333335,40300.0,0,0,23.1,2.89,33068.62916666667
92,032269b,87.39416666666665,2308.4741666666664,5300.0,0,0,20.4,6.39,4755.985833333333
93,03233ee,96.875,6105.976250000001,8300.0,0,1,17.2,6.39,10708.2875
94,0332e9c,98.32499999999999,5719.4800000000005,3500.0,1,1,23.8,6.39,7118.435
95,033a046,523.5508333333333,14138.211666666664,33100.0,0,0,21.2,2.89,29466.584166666667
96,033ac75,117.84100000000001,4153.355555555556,7600.0,1,0,19.8,4.99,7667.606999999999
97,033cd78,85.17666666666668,3763.454444444445,10700.0,0,0,33.8,6.39,7734.446666666667
98,033d958,138.85666666666665,3890.1433333333334,2400.0,0,0,8.3,6.39,10819.838333333333
99,034ddea,137.99583333333334,26375.72,35800.0,0,0,21.5,2.89,33908.71666666667
100,03504d7,30.359999999999996,1867.6933333333334,1100.0,0,0,10.3,6.39,2939.4075
101,035c01c,1170.5111111111112,49093.11333333333,34500.0,1,1,4.3,2.49,124453.18555555555
102,035f9e6,42.26833333333333,1682.5266666666666,2800.0,0,0,36.2,6.39,2382.3866666666668
103,0360f00,102.20363636363636,12630.718571428572,9700.0,0,0,11.1,4.99,16685.692727272726
104,036707b,173.57333333333335,8215.435,9100.0,0,0,22.5,6.39,14905.768333333333
105,036ee4a,108.801,5513.114,6200.0,0,0,16.5,5.69,8972.305
106,03719a2,326.42,15650.64,24100.0,0,0,19.2,2.89,21979.742499999997
107,0372dbb,216.59,13489.352499999999,8300.0,0,0,7.1,4.99,20174.39416666667
108,037c86b,190.86333333333332,9441.1925,9200.0,0,0,14.6,6.39,16141.03916666667
109,0380a30,266.395,6970.986666666668,17700.0,0,0,16.4,3.59,17780.58916666667
110,0386e9d,219.78181818181818,6757.147272727272,27300.0,1,1,29.7,2.89,17292.33727272727
111,03b0aba,107.651,3390.907,7600.0,0,0,18.0,5.69,10053.111
112,03b0bb3,46.80181818181818,1673.841818181818,5200.0,0,0,20.7,6.39,4629.241818181818
113,03b4cec,380.6554545454546,27378.856000000007,46900.0,0,0,19.5,2.89,36872.81636363636
114,03b8634,84.77545454545456,1536.8845454545453,7900.0,0,0,20.4,4.99,6754.373636363636
115,03b8e2c,191.35222222222222,12618.105555555558,13300.0,0,0,17.9,6.39,16659.436666666665
116,03c4c49,72.80499999999999,3286.0925,6800.0,0,0,18.6,6.39,8035.5525
117,03cd0c9,225.87250000000003,2325.834,24800.0,0,0,19.5,2.89,20640.1175
118,03d79f0,174.6066666666666,27642.05666666667,6900.0,0,0,3.0,2.89,36550.58416666667
119,03d8011,61.21833333333333,1569.0849999999998,4000.0,0,0,21.1,6.39,3668.8974999999996
120,03dd486,97.51916666666666,4049.8950000000004,5700.0,0,0,18.8,4.99,5879.655
121,03df854,86.07333333333334,2337.94,4100.0,0,0,18.6,6.39,8186.905
122,03e1eaf,207.01666666666665,5880.865833333333,2800.0,0,0,28.0,6.39,13988.522500000001
123,03e2afe,86.69222222222223,3416.9785714285713,2900.0,0,0,10.5,6.39,5009.876666666666
124,03ec02e,555.7281818181817,61272.49272727273,89700.0,0,1,35.5,1.89,87617.77909090908
125,03fccec,113.77333333333333,4321.3966666666665,6300.0,0,0,23.6,4.99,6043.0925
126,040a6e4,123.26,5682.71125,4400.0,0,0,28.7,6.39,9302.9425
127,041199a,59.83250000000001,1023.2909090909092,5400.0,0,0,25.0,6.39,4341.793333333333
128,04271f1,233.6816666666667,12584.681666666665,9700.0,0,0,15.6,5.69,15587.723333333333
129,043170e,567.5483333333333,15952.521666666666,26900.0,0,0,22.2,3.59,19675.574999999997
130,04348ad,57.83999999999999,1973.162857142857,2900.0,1,1,20.0,6.39,4591.785714285715
131,043a51c,58.50083333333333,1873.4225000000004,4600.0,1,1,24.4,6.39,3866.0975
132,043d7e3,464.56500000000005,14588.899166666668,50600.0,0,0,20.4,2.89,41377.03916666667
133,04402a2,69.64555555555555,5691.990000000001,10900.0,0,0,31.9,6.39,8371.396666666666
134,04441ea,50.69,1176.218,4200.0,0,0,35.0,6.39,3964.6519999999996
135,04498f0,191.03636363636363,9773.870909090909,20700.0,0,0,14.2,2.89,23592.951818181817
136,045df61,350.18749999999994,18169.429999999997,19700.0,1,1,11.2,4.29,27844.74125
137,045f1e6,69.11333333333334,9831.485833333332,15500.0,0,0,18.2,4.99,15383.360833333332
138,0461e1d,361.5183333333334,11939.731666666667,31800.0,1,1,21.5,2.89,27347.50916666667
139,04660d5,41.76714285714286,1796.4971428571428,2800.0,0,1,19.7,6.39,5159.272857142858
140,0467cab,132.12916666666663,4358.913333333333,3900.0,0,0,25.1,5.69,6433.059166666666
141,046d585,63.05222222222223,5251.756,1800.0,1,1,9.3,6.39,4031.5411111111107
142,046d95f,66.12333333333333,85.09,10100.0,0,0,15.8,6.39,13326.641111111112
143,047b1cf,24.775714285714287,1095.8214285714287,900.0,1,1,15.5,6.39,2135.052857142857
144,047bb54,45.185,1648.2070000000003,5200.0,0,0,30.6,6.39,4075.275
145,04830df,62.867272727272734,2736.2899999999995,1400.0,1,0,6.3,4.99,4726.394545454546
146,048491a,21.97857142857143,755.2383333333333,1500.0,0,0,22.8,6.39,2127.0885714285714
147,049ea2f,85.06833333333331,2366.764,6300.0,0,0,24.6,6.39,4998.661666666666
148,049f843,187.43416666666667,11126.195,33100.0,0,0,28.0,2.89,25995.612500000003
149,04a11de,265.45916666666665,4262.670833333334,20700.0,0,0,17.4,2.89,16654.768333333333
150,04a1a19,268.28666666666663,79831.8925,69000.0,0,0,12.4,1.89,110571.41333333334
151,04a72a5,786.5016666666667,17582.014166666668,65800.0,0,0,18.3,1.89,53701.80250000001
152,04ac313,96.69416666666667,3091.088181818182,2800.0,0,0,9.6,4.99,6907.574166666665
153,04c18c8,86.77454545454545,9665.925555555556,5900.0,0,0,8.7,4.99,11649.534545454546
154,04d4800,54.236000000000004,2046.4125000000001,5800.0,0,0,28.0,4.99,3903.7049999999995
155,04daf35,226.22916666666666,3310.148,18200.0,0,0,23.2,3.59,14723.248333333335
156,04ef972,161.785,6954.466,15700.0,0,0,26.1,4.99,12484.187000000002
157,04f6840,863.3644444444445,36313.83555555556,45300.0,1,1,20.9,2.89,45490.41111111112
158,0515f27,54.24,1362.534,4100.0,1,0,27.4,6.39,3931.02
159,0523f97,59.65124999999999,2041.5175000000002,3500.0,1,1,18.8,6.39,5092.3275
160,052f537,111.816,2726.7969999999996,7800.0,0,0,30.7,4.99,5972.787
161,0536c13,147.77444444444444,7224.486666666666,20800.0,0,0,18.4,3.59,18317.175555555557
162,053a6e7,137.19875,1958.1425,9700.0,0,0,14.6,6.39,12708.188750000001
163,0558b84,119.69083333333333,3009.6141666666667,6600.0,0,0,15.7,4.99,7608.266666666666
164,056cd9a,116.98666666666666,4167.445833333333,8600.0,1,1,21.8,4.99,8048.365833333333
165,0579d2c,214.7483333333333,11517.323333333334,8300.0,0,1,20.1,6.39,15142.654999999997
166,057beb9,146.217,10116.679,26100.0,1,1,28.5,2.89,15882.747999999998
167,057c33c,562.7991666666666,27491.77666666667,54700.0,0,0,20.3,1.89,45498.145
168,057c48f,318.4433333333333,17929.804444444442,26900.0,0,0,15.9,2.89,26949.72111111111
169,057d8cb,154.24285714285716,9735.891428571429,8900.0,0,0,17.7,6.39,15865.817142857142
170,05834f1,60.93000000000001,1797.3377777777778,2800.0,0,0,12.3,6.39,4939.146
171,05915f2,36.997,2255.049,6500.0,1,1,33.1,6.39,4410.026
172,059ba15,148.96285714285713,5676.042857142857,9700.0,0,0,17.9,6.39,17100.004285714287
173,05abbb3,492.45000000000005,18323.909166666665,14900.0,0,0,13.9,4.29,30265.2625
174,05bb2e6,70.38000000000001,2632.2475,11700.0,0,0,22.5,4.99,10218.318333333335
175,05bb51d,1152.5316666666665,77840.55666666666,69000.0,0,0,10.5,1.89,109689.94083333334
176,05c4337,605.2850000000001,19949.373333333333,63200.0,0,0,15.8,1.89,59989.695
177,05c4fa6,170.02875,6073.5675,3700.0,0,0,8.8,6.39,8940.355000000001
178,05ce37d,435.70666666666665,27346.440000000002,48300.0,1,0,28.7,2.19,34755.925
179,05dbc1a,123.46333333333332,4750.080833333334,12400.0,0,0,18.7,4.99,14362.458333333334
180,05dedbc,126.41777777777776,5990.473333333333,9500.0,0,0,24.3,6.39,9365.754444444443
181,05fe103,26.264,1215.7057142857143,5200.0,0,0,37.4,6.39,3104.175
182,0620f2c,155.67000000000002,11055.143000000002,34500.0,0,0,22.1,2.89,27395.963999999996
183,062e815,151.98916666666665,5213.008333333333,11700.0,1,0,28.8,4.99,9885.859166666667
184,063f035,146.14375,3899.974285714286,8800.0,0,0,16.4,6.39,9865.66875
185,063f899,126.85857142857141,2601.284285714286,5600.0,0,1,21.9,6.39,9287.721428571429
186,064772e,241.77333333333334,16019.596666666665,13800.0,0,0,15.3,4.99,24595.7025
187,064bc78,730.6700000000001,119260.48125,55200.0,1,0,5.6,2.49,156291.78111111108
188,067fb9e,93.10749999999999,4738.160000000001,14700.0,0,0,21.7,6.39,18090.6375
189,068004b,112.85083333333334,16430.502857142856,27600.0,0,0,18.5,2.89,29574.945833333335
190,0687e2c,1152.7808333333332,30484.95166666667,69000.0,0,0,14.8,1.89,77201.6225
191,068ccb4,353.60125,41142.89857142857,36500.0,0,0,14.0,3.59,43065.661250000005
192,068df27,641.0466666666667,7183.084166666665,69000.0,0,0,15.2,1.89,106535.18666666666
193,069bdda,168.19714285714286,2878.128571428572,4400.0,0,0,18.9,6.39,8859.938571428573
194,06ac288,429.21750000000003,32771.870833333334,59300.0,0,0,17.4,1.89,52362.371666666666
195,06b7f6c,397.67333333333335,11475.706666666665,22100.0,0,0,18.3,2.89,18941.908333333333
196,06ce9da,350.34666666666664,15117.9675,44200.0,0,0,21.2,2.89,35164.95833333332
197,06d170a,138.89181818181817,9397.267000000002,2800.0,1,1,3.9,4.99,12717.754545454547
198,06daee2,248.5158333333333,16551.270833333332,17800.0,1,0,14.1,3.59,20389.944166666664
199,06dbd45,88.22888888888889,1867.0477777777778,3800.0,1,1,17.7,6.39,4756.154444444444
200,06e271e,70.38545454545455,4358.75,8500.0,0,0,21.1,4.99,7965.674545454545
201,06ebbd1,183.985,14614.796666666667,19600.0,1,1,23.8,4.99,16702.33333333333
202,06f35bc,55.43,1640.79,1200.0,1,0,8.4,6.39,3422.29
203,06f6ff1,265.51499999999993,17958.258181818182,13800.0,0,1,12.3,4.99,19385.436666666665
204,06fff4d,336.19666666666666,14180.166666666666,6900.0,0,0,3.9,2.89,31680.995833333338
205,070ee42,180.11749999999998,3895.568333333333,15200.0,0,0,23.5,4.29,11780.289999999999
206,07147a6,48.44333333333333,3767.254545454545,3400.0,0,0,21.0,5.69,4709.337500000001
207,071aa50,192.997,8175.484000000001,20700.0,0,0,17.8,3.59,22602.498
208,071f30e,154.46166666666667,5162.330000000001,5200.0,0,0,15.3,6.39,12399.321666666665
209,07280ca,103.15083333333335,5894.5233333333335,10200.0,0,0,24.8,4.99,9211.821666666669
210,072cc1a,745.015,40218.8675,61200.0,0,0,19.7,1.89,57835.0325
211,0731ab3,569.0416666666667,32454.903333333332,27600.0,0,0,13.5,3.59,46734.83666666667
212,0731f20,718.0575,33226.58166666667,69000.0,0,0,15.5,1.89,75564.08666666667
213,0742cc5,833.5025,30903.340833333335,24800.0,0,1,19.3,3.59,42077.357500000006
214,0751a70,126.75416666666665,9353.274166666668,14700.0,0,0,22.0,4.99,13965.239166666666
215,07706fc,75.02916666666667,2148.5266666666666,7000.0,0,0,25.3,4.99,5270.788333333333
216,0770ee1,116.46714285714283,8577.182857142858,4900.0,0,0,15.1,6.39,11828.16
217,078688c,120.49666666666667,3977.8299999999995,6900.0,0,0,18.9,5.69,9061.7725
218,07895b7,221.81333333333336,10099.988333333333,13500.0,0,0,16.8,6.39,20183.158333333333
219,078bae6,376.6258333333333,18634.33583333333,44900.0,0,0,35.4,2.89,42417.775
220,078e7f6,26.18166666666667,2030.8199999999997,800.0,0,0,13.9,6.39,2177.5016666666666
221,07b012c,389.47583333333336,10975.129166666666,20700.0,0,0,15.1,2.89,24339.5575
222,07b6ca3,31.760000000000005,1757.532857142857,2800.0,0,0,18.3,6.39,2648.5788888888887
223,07b77ca,49.905833333333334,5699.637272727272,8900.0,0,0,25.3,4.99,8054.927500000002
224,07b9358,421.1058333333333,12271.875,27600.0,0,0,14.7,2.89,32180.73250000001
225,07c5653,18.68,401.25833333333327,700.0,0,0,8.8,7.09,2009.3958333333333
226,07cbf31,484.7541666666666,30992.719166666662,45200.0,0,0,15.1,3.59,63556.30249999999
227,07cf4fe,49.47666666666666,3770.0699999999997,9700.0,0,0,33.6,6.39,7043.16111111111
228,07d1d63,177.975,9094.194166666666,8300.0,0,0,18.5,5.69,12010.207500000002
229,07d4896,128.60999999999999,4777.582222222223,9700.0,0,0,32.3,4.99,8766.230000000001
230,07d632e,57.23428571428571,4623.461666666667,5600.0,0,0,21.1,6.39,8340.814285714285
231,07dd361,47.876999999999995,1324.337,3400.0,0,0,19.2,6.39,3969.0980000000004
232,07e704d,72.629,4391.937,10400.0,1,1,25.8,4.99,8645.547
233,07f539a,42.01166666666666,5928.55,10800.0,0,0,26.5,4.99,7277.695000000001
234,080b6b8,79.03,12733.99125,13800.0,0,0,17.6,6.39,18344.79875
235,080de1c,22.672857142857143,1168.368,700.0,1,1,15.4,6.39,1514.49
236,08213a0,109.713,8639.618,11600.0,1,1,21.6,4.99,9837.960000000001
237,083ab5c,118.88875,5342.39125,10400.0,0,0,17.7,6.39,12977.067500000001
238,083c795,156.64916666666667,4214.359166666666,8900.0,0,0,19.8,4.99,8258.35
239,08416a6,80.43166666666666,2264.5866666666666,2500.0,0,0,21.8,6.39,4307.438333333333
240,085d806,86.45833333333331,1594.4128571428573,4100.0,0,0,17.3,4.99,6976.756666666665
241,0868f00,178.9228571428571,5931.824285714286,4100.0,0,0,8.6,6.39,16725.45857142857
242,086b6d7,91.76749999999998,3592.5800000000004,2500.0,0,0,12.0,4.99,6863.837499999999
243,087f870,64.86714285714285,7308.425714285715,5500.0,0,0,15.1,6.39,13224.795714285714
244,0882bcf,89.38583333333334,4602.904166666666,9200.0,0,1,16.6,4.99,9534.195833333335
245,08a0b4f,98.88499999999999,2571.4550000000004,5900.0,0,0,26.5,6.39,5528.512500000001
246,08a4051,158.96416666666667,6655.388333333333,11800.0,1,1,22.4,4.29,10541.383333333331
247,08a9ed9,229.6157142857143,11812.536666666667,16600.0,0,0,20.4,4.29,23269.045714285716
248,08b1aa3,1194.6108333333332,36570.0925,69000.0,0,0,13.9,1.89,82978.23666666666
249,08b28e9,549.4190000000001,49322.824,69000.0,0,0,14.2,1.89,71769.815
250,08b79fa,41.965833333333336,2184.9566666666665,2500.0,0,0,11.0,5.69,4297.6075
251,08b97b3,193.5175,25257.159999999996,47500.0,0,0,14.4,3.59,53475.785
252,08d12c5,79.69916666666667,1942.0533333333333,7900.0,0,0,19.9,4.99,7311.825833333332
253,08d663b,344.0108333333333,20898.6975,33900.0,0,0,17.0,2.89,32621.34583333333
254,08d9275,613.175,28750.054285714286,20700.0,1,1,5.0,3.59,68010.4725
255,08da36b,210.07500000000002,3411.468333333333,13100.0,0,0,17.9,4.99,12660.21916666667
256,08dffc3,140.20250000000001,7763.496666666666,5200.0,0,0,13.2,5.69,8163.402499999999
257,08ec5ea,484.3858333333332,27116.721666666665,40000.0,0,0,26.2,2.89,30655.849166666663
258,08edf91,110.13363636363637,5254.089999999999,4500.0,0,0,20.7,5.69,6845.502727272728
259,08f5826,325.34166666666664,37679.9275,69000.0,1,1,10.9,1.89,104133.52916666667
260,08f5a43,12.701,896.781111111111,300.0,0,0,19.6,5.69,1515.6709999999998
261,08f6844,106.06636363636363,5805.777272727272,13400.0,0,1,21.8,4.99,11277.540909090907
262,08f7ff4,160.945,13625.325,9000.0,0,0,9.8,3.59,18642.648000000005
263,08fe218,212.24,24074.27888888889,34500.0,0,0,13.6,2.89,39931.67111111111
264,090414a,277.2241666666667,21349.254166666666,42200.0,0,0,18.7,2.89,35459.625833333324
265,0916b93,82.20583333333333,4908.906666666667,6900.0,1,0,23.1,4.99,5844.199166666668
266,091f5af,70.65714285714286,3776.651428571429,4200.0,0,0,22.1,6.39,5930.168571428571
267,092ac7c,28.80333333333333,762.1783333333333,1400.0,0,0,23.2,6.39,2252.8349999999996
268,093656c,127.046,6595.473,5500.0,0,0,11.9,4.99,8093.784
269,0938b9e,110.90166666666664,3104.2549999999997,11900.0,1,0,25.8,4.29,7469.499166666667
270,093da73,120.13272727272728,4517.287272727273,11000.0,0,0,23.1,4.29,8999.585454545455
271,094f54a,416.0981818181818,18736.416666666668,38600.0,0,0,15.4,2.89,39436.16727272727
272,09565ca,91.47416666666668,11864.967499999999,19100.0,1,1,18.3,3.59,19154.621666666666
273,09568f6,128.3358333333333,4769.253333333333,11000.0,0,0,23.7,4.29,9524.739166666668
274,0959b98,366.0918181818182,11782.788181818183,55200.0,1,1,25.2,1.89,40455.343636363636
275,095a07e,111.92714285714285,7504.368333333333,4200.0,0,1,22.2,6.39,7847.5257142857145
276,09664d0,88.58,2692.608333333333,4400.0,0,0,16.6,6.39,10004.761428571428
277,0976a96,168.10999999999999,3856.1175000000007,4700.0,0,0,29.2,6.39,10528.861666666668
278,0976d04,233.3925,8935.459166666666,20000.0,0,0,20.1,3.59,16778.414166666666
279,0979a54,46.971666666666664,29396.262499999997,46700.0,0,0,18.0,2.89,41148.24166666667
280,097bca7,94.22571428571429,5633.515714285713,3900.0,1,1,16.1,6.39,8082.89
281,097d542,151.30333333333334,4384.189090909091,4100.0,0,0,17.4,5.69,6982.755000000001
282,0988bd2,168.775,3447.4025000000006,11700.0,1,1,19.4,4.99,11296.147500000001
283,09924ae,76.62875,4114.211428571429,3900.0,0,0,15.1,6.39,7057.911249999999
284,0992c1a,178.86416666666665,5087.697500000001,10600.0,0,0,15.9,4.99,11529.818333333335
285,099e43f,56.73,3625.7466666666664,3800.0,1,1,18.3,6.39,7615.400000000001
286,099ea73,183.86750000000004,7508.329999999999,4100.0,0,0,4.5,4.99,16470.162500000002
287,09abe4b,146.71454545454546,2580.3112500000007,15800.0,1,0,23.7,4.29,11885.297272727274
288,09b995d,301.76222222222225,19529.606666666667,20700.0,0,0,13.1,4.29,27395.719999999998
289,09bdfd4,211.84100000000004,6997.159,10700.0,0,1,11.5,4.99,20862.379
290,09cad3c,189.589,7093.2555555555555,7500.0,0,0,11.0,4.99,13476.025999999998
291,09d6528,285.98,24401.39916666667,31000.0,0,0,21.5,3.59,27349.2675
292,09e68eb,438.99083333333334,22168.12,41400.0,0,0,13.6,1.89,49703.94583333333
293,09e7c0a,174.20000000000002,5382.225833333333,11100.0,0,0,32.2,4.99,9447.516666666665
294,09ecac6,40.580000000000005,2276.9500000000003,6700.0,0,0,18.5,4.99,6981.241666666668
295,09f5011,131.62250000000003,2279.181818181818,11600.0,1,0,23.7,4.29,7218.97
296,0a1d955,118.126,2561.218,10800.0,0,0,27.1,6.39,8793.604
297,0a3bf8a,68.74625,2153.24375,3400.0,0,0,14.9,6.39,6387.008750000001
298,0a4a02c,326.492,9787.982,39500.0,0,0,26.6,2.89,26264.971999999998
